"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Lady Susan","Love and friendship and other youthful writings","017692487","Monograph","Language material ; Text","Volume","GBB600915","","9780241251331","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","Penguin little black classics","number 81 [Penguin little black classics]","England","London","Penguin","2016","","118 pages, 16 cm","823.7","H.2017/.7811","Great Britain--Social life and customs--Fiction ; Upper class--Fiction ; Women--Conduct of life--Fiction","Fiction","English","'This text is taken from Love and friendship and other youthful writings (2014), edited by Christine Alexander'--Preliminaries",""
"Lady Susan","Northanger Abbey : Lady Susan ; The Watsons ; Sanditon ; Sanditon ; Watsons ; Works. Selections","009695967","Monograph","Language material ; Text","Volume","GBA3W5982","","9780192840820","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Johnson, Claudia L. [person] ; Austen, Jane, 1775-1817, author [person] ; Davie, John (John N.), editor [person] ; Kinsley, James, editor [person]","Oxford world's classics","","England","Oxford","Oxford University Press","2003","","l, 379 pages, 20 cm","823.7","YC.2004.a.5165","England--Social life and customs--Fiction","Fiction","English","",""
"Lady Susan","Northanger Abbey : Lady Susan ; The Watsons ; Sanditon ; Sanditon ; Watsons","014487270","Monograph","Language material ; Text","Volume","GBA804048","","9780199535545","Austen, Jane","1775-1817","person","","Austen, Jane, 1775-1817 [person] ; Davie, John (John N.) [person] ; Kinsley, James [person]","Oxford world's classics","","England","Oxford","Oxford University Press","2008","New edition, edited by John Davie, James Kinsley","379 pages, 20 cm","823.7","","England--Social life and customs--Fiction","Fiction","English","",""
"Lady Susan","Northanger Abbey ; Northanger Abbey : Lady Susan ; The Watsons ; and Sanditon ; Sanditon ; Watsons ; Works. Selections","011942512","Monograph","Language material ; Text","Volume","GB9020291","","9780192827586","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person] ; Davie, John (John N.), editor [person]","The world's classics","","England","Oxford","Oxford University Press","1990","","xlii, 388 pages, 19 cm","823.7","H.90/2056","Fiction in English--1800-1837--Texts ; Horror tales--Appreciation--Fiction ; England--Social life and customs--Fiction ; Love stories, English ; Books and reading--Fiction","Fiction","English","",""
"Lady Susan","Novels. Selections ; Sanditon : with Lady Susan and the Watsons ; Watsons","019483122","Monograph","Language material ; Text","Volume","GBB9C9928","","9780241433713","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","Penguin English library","","England","London","Penguin","2019","","195 pages, 20 cm","823.7","","Great Britain--Social conditions--Fiction","Fiction","English","",""
"Lady Susan","Novels. Selections ; Sense and sensibility ; Sense and sensibility : and, Lady Susan","014852505","Monograph","Language material ; Text","Volume","GBA8D8984","","9781443801386","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","","","England","Newcastle","Cambridge Scholars ; Classic Texts","2008","","x, 344 pages, 22 cm","823.7","H.2009/.5510","Great Britain--Social life and customs--Fiction","Fiction","English","",""
"Lady Susan","Novels. Selections ; Sense and sensibility ; Sense and sensibility : and, Lady Susan","015564219","Monograph","Language material ; Text","Volume","GBB066535","","","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","Cambridge Scholars Publishing classic texts ; The complete works","volume 1 [The complete works]","England","Newcastle upon Tyne","Cambridge Scholars","2008","","xxiv, 344 pages, illustrations, 22 cm","823.7","NOV.2010/1090","","","English","",""
"Lady Susan","Novels. Selections ; Sense and sensibility ; Sense and sensibility : with, Lady Susan ; and, The Watsons ; The Watsons ; Watsons","010292405","Monograph","Language material ; Text","Volume","GB5803705","","","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Gough, Philip, illustrator [person] ; Austen, Jane, 1775-1817, author [person]","Macdonald illustrated classics","number 37 [Macdonald illustrated classics]","England","London","Macdonald","1958","","xxviii, 529 pages, illustrations, 19 cm","823.7","W.P.11235/37","","","English","",""
"Lady Susan","Novels. Selections ; Sense and sensibility ; Sense and sensibility : with, Lady Susan ; and, The Watsons ; Watsons","008362589","Monograph","Language material ; Text","Volume","GB7424966","","9780356080109","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","Macdonald classics","","England","London","Macdonald & Jane's","1974","","vi, 529 pages, 1 illustration, 21 cm","823.7","X.989/27610","Fiction in English--1800-1837--Texts ; English fiction","","English","",""
"Lady Susan","Sanditon : The Watsons; Lady Susan, and other miscellanea ; Watsons ; Works. Selections","016019153","Monograph","Language material ; Text","Volume","","","","Austen, Jane","1775-1817","person","author","Johnson, R. Brimley (Reginald Brimley), 1867-1932, writer [person] ; Austen, Jane, 1775-1817, author [person] ; Vox, Maximilien, illustrator [person]","The works of Jane Austen","","England","London","J M Dent","1934","","xiii, 224 pages, illustrations, 19 cm","","YD.2012.a.1170","","","English","'Illustated by Maximilien Vox.'",""
"Lady Susan","Sanditon ; Sanditon : The Watsons ; Lady Susan, and other miscellanea ; Watsons ; Works. Selections","007390564","Monograph","Language material ; Text","Volume","GB7816432","","9780460000048 ; 9780460010047","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","Everyman's library","","England","London","Dent","1978","","xii, 224 pages, 19 cm","823.7","12206.p.1/1365","Short stories, English ; Short stories in English--1800-1837--Texts","","English","This edition originally published: 1934",""
"Lady Susan","Sense and sensibility : and, Lady Susan","014794873","Monograph","Language material ; Text","Volume","GBA8C6990","","9781847180346","Austen, Jane","1775-1817","person","","Austen, Jane, 1775-1817 [person]","","","England","Newcastle","Cambridge Scholars","2009","","1 volume, 22 cm","823.7","","Great Britain--Social life and customs--Fiction","Fiction","English","",""
"Lady Susan, Les Watson, Sanditon","Lady Susan ; Sanditon ; Watsons ; Works. Selections. French","010159535","Monograph","Language material ; Text","Volume","","","9782267002249","Austen, Jane","1775-1817","person","author","Salesse-Lavergne, Josette, translator [person] ; Austen, Jane, 1775-1817, author [person] ; Austen, Jane, 1775-1817 [person]","","","France","Paris","Christian Bourgois","1980","","227 pages, 21 cm","","X.958/550","","","French","",""
"Lady Susan, Sanditon and the Watsons","Novels. Selections ; Sanditon ; Watsons","019800344","Monograph","Language material ; Text","Volume","GBC061463","","9780486841717","Austen, Jane","1775-1817","person","author","Austen, Jane, 1775-1817 [person] ; Austen, Jane, 1775-1817, author [person]","Dover thrift editions","","United States of America","New York","Dover","2020","","1 volume, 21 cm","823.7","","Great Britain--Social conditions--Fiction","Fiction","English","",""
"Ladysmead","Mansfield Park","007417633","Monograph","Language material ; Text","Volume","","","9780816137442","Gillespie, Jane","1923-","person","author","Austen, Jane, 1775-1817 [person] ; Gillespie, Jane, 1923-, author [person]","","","United States of America","Boston, Massachusetts","G.K. Hall","1984","","205 pages","823.91 ; 823.914","X.950/42346","Large type books ; Fiction in English--1945---Texts","","English","Originally published: 1982 ; Published in large print ; Sequel to Jane Austen's Mansfield Park",""
"Ladysmead","Mansfield Park","012647306","Monograph","Language material ; Text","Volume","GB8226022","","9780709196785","Gillespie, Jane","","person","author","Gillespie, Jane, author [person] ; Austen, Jane, 1775-1817 [person]","","","England","London","Hale","1982","","174 pages, 20 cm","823.91 ; 823.914","Nov.46520","Fiction in English--1945---Texts","","English","Sequel to Jane Austen's Mansfield Park",""
"Last Words: Acknowledgments","'You Should Be in Pictures': Jane Austen's Portrait ; An Interview with Joan Klingel Ray, author of Jane Austen for Dummies ; An Interview with Karen Joy Fowler, the author of The Jane Austen Book Club ; Answers to The Jane Austen Aptitude Test ; Answers to the Crossword Puzzle ; Austen the Novelist ; Bedside, bathtub and armchair companion to Jane Austen ; Cinderella and Evil Witches: Myth-Placed Affections ; Emma ; Emma's Dream: Austen and Shakespeare Meet on a Midsummer Night ; Excerpt from the Juvenilia: 'The Adventures of Mr. Harley' ; First Impressions: Letting Jane Austen into Your Life ; Homage to Jane: Movies that Echo Austen ; If Jane Austen Had Been a Man ; If She Could See Them Now: Austen's Relationship with Her Publishers ; Initial Impressions or, 'I'm Missing Your Letters': An Austen Crossword Puzzle ; Jane Austen Film Chronology ; Jane Austen at the Movies ; Jane Austen in the Twenty-First Century ; LARPing and JARPing ; Love and Friendship: 'Beware My Laura' ; Mansfield Park ; More than a Constitutional: Heroines Who Favor Walking ; Mr. Knightley, Detective ; Mrs. Bennet was Right: The Marriage Plot in Austen Novels ; Music in 1995 BBC/A & E Pride and Prejudice ; Northanger Abbey ; Northanger Abbey: The Graphic Novel. A discussion with Anne Timmons, graphic artist ; On Reading Jane Austen ; Persuasion ; Pride and Prejudice ; Pride and Prejudice II, by Kentuck ; Pride and Prejudice: The Rejected Screenplays ; Raiders of the Early Works: The Juvenilia ; Sanditon ; Say Cheese!: Picturesque Beauty and Jane Austen ; Sense and Sensibility ; Sleuthing Regency Dresses ; The Best Gifts for a Janeite ; The Clergy in Austen's Fiction ; The Ideal Jane Austen Tour ; The Importance of a Good Carriage ; The Jane Austen Aptitude Test ; The Lives of Jane Austen ; The Sentence ; The Watsons and Lady Susan ; The bedside, bathtub & armchair companion to Jane Austen ; Was Lady Russell Wrong? ; What Does Lady Bertram Do? ; What Happened at the Ha-ha? ; What Makes a Janeite? ; What's Up with White Soup? Understanding Food in Jane Austen ; Why I Married Her. By Mr. Bennet ; Willoughby v. Brandon ; Winchester Cathedral","019404300","Monograph","Language material ; Text","Online resource","GBB995332","","9781441184863","Adams, Carol J.","","person","","Buchanan, Douglas [person] ; Adams, Carol J. [person] ; Gesch, Kelly [person]","","","United States of America","New York","Continuum","2008","","1 online resource (x, 218 pages), illustrations","823.7","ELD.DS.422482","Women and literature ; Austen, Jane, 1775-1817--Handbooks, manuals, etc ; Film ; Rezeption ; Novelists, English--19th century--Biography ; Women and literature--England--History--19th century ; Literatur ; LITERARY CRITICISM--European--English, Irish, Scottish, Welsh","Biography ; Handbook or manual ; History","English","",""
"Later days at Highbury","Emma","008584771","Monograph","Language material ; Text","Volume","","","9780312146429","Austen-Leigh, Joan","","person","author","Austen, Jane, 1775-1817 [person] ; Austen-Leigh, Joan, author [person]","","","United States of America","New York","St Martin's","1996","","206 pages, 22 cm","","YA.1997.a.4042","Villages--England--Fiction ; England--Social life and customs--19th century--Fiction ; Young women--England--Fiction","","English","Sequel to Jane Austen's Emma",""
"Later manuscripts","","014702288","Monograph","Language material ; Text","Volume","GBA8A3149","","9780521843485","Austen, Jane","1775-1817","person","author","Todd, Janet M., 1942-, editor [person] ; Austen, Jane, 1775-1817, author [person] ; Bree, Linda, editor [person]","Cambridge edition of the works of Jane Austen","","England","Cambridge","Cambridge University Press","2008","","cxxix, 742 pages, facsimiles, genealogical table, 23 cm","823.7","Nov.2009/783 ; m08/.38246","Austen, Jane, 1775-1817--Manuscripts","","English","",""
"Laughing feminism : subversive comedy in Frances Burney, Maria Edgeworth and Jane Austen","","012668115","Monograph","Language material ; Text","Volume","GBA334519","","9780814330548","Bilger, Audrey","1960-","person","author","Bilger, Audrey, 1960-, author [person]","Humor in life and letters series","","England ; United Kingdom","Detroit","Wayne State University Press","1998","","261 pages, 24 cm","823.60917082","99/10969 ; YC.2003.a.7805","Feminism and literature--Great Britain--History--19th century ; English fiction--Women authors--History and criticism ; Feminism and literature--Great Britain--History--18th century ; Women and literature--Great Britain--History ; English fiction--19th century--History and criticism ; Edgeworth, Maria, 1768-1849--Humor ; Social norms in literature ; Austen, Jane, 1775-1817--Humor ; Humorous stories, English--History and criticism ; Burney, Fanny, 1752-1840--Humor ; English fiction--18th century--History and criticism ; Feminist fiction, English--History and criticism","","English","",""
